Date Time,Order Number,Activity,Server
2024-05-27 00:34:00,121,Snack Served,Barista D
2024-05-27 00:34:00,160,Seated,Barista F
2024-05-27 00:35:00,135,Bill Delivered,Barista B
2024-05-27 00:35:00,125,Seated,Barista A
2024-05-27 00:35:00,121,Bill Delivered,Barista D
2024-05-27 00:36:00,203,Order Taken,Barista C
2024-05-27 00:36:00,160,Order Taken,Barista F
2024-05-27 00:36:00,121,Bill Paid,Barista D
2024-05-27 00:37:00,135,Bill Paid,Barista B
2024-05-27 00:38:00,130,Drink Prepared,Barista E
2024-05-27 00:38:00,147,Seated,Barista D
2024-05-27 00:39:00,125,Order Taken,Barista A
2024-05-27 00:39:00,203,Drink Prepared,Barista C
2024-05-27 00:39:00,140,Seated,Barista B
2024-05-27 00:39:00,130,Drink Served,Barista E
2024-05-27 00:41:00,147,Order Taken,Barista D
2024-05-27 00:42:00,160,Drink Prepared,Barista F
2024-05-27 00:42:00,203,Drink Served,Barista C
2024-05-27 00:43:00,130,Snack Prepared,Barista E
2024-05-27 00:44:00,140,Order Taken,Barista B
2024-05-27 00:44:00,160,Drink Served,Barista F
2024-05-27 00:46:00,125,Drink Prepared,Barista A
2024-05-27 00:46:00,130,Snack Served,Barista E
2024-05-27 00:47:00,203,Snack Prepared,Barista C
2024-05-27 00:47:00,140,Drink Prepared,Barista B
2024-05-27 00:47:00,130,Bill Delivered,Barista E
2024-05-27 00:48:00,147,Drink Prepared,Barista D
2024-05-27 00:48:00,160,Snack Prepared,Barista F
2024-05-27 00:48:00,125,Drink Served,Barista A
2024-05-27 00:48:00,140,Drink Served,Barista B
2024-05-27 00:48:00,130,Bill Paid,Barista E
2024-05-27 00:50:00,203,Snack Served,Barista C
2024-05-27 00:50:00,125,Snack Prepared,Barista A
2024-05-27 00:50:00,140,Snack Prepared,Barista B
2024-05-27 00:50:00,134,Seated,Barista E
2024-05-27 00:51:00,147,Drink Served,Barista D
2024-05-27 00:51:00,160,Snack Served,Barista F
2024-05-27 00:51:00,203,Bill Delivered,Barista C
2024-05-27 00:51:00,125,Snack Served,Barista A
2024-05-27 00:51:00,140,Snack Served,Barista B
2024-05-27 00:52:00,160,Bill Delivered,Barista F
2024-05-27 00:53:00,125,Bill Delivered,Barista A
2024-05-27 00:53:00,140,Bill Delivered,Barista B
2024-05-27 00:53:00,160,Bill Paid,Barista F
2024-05-27 00:54:00,147,Snack Prepared,Barista D
2024-05-27 00:54:00,203,Bill Paid,Barista C
2024-05-27 00:54:00,162,Seated,Barista F
2024-05-27 00:55:00,134,Order Taken,Barista E
2024-05-27 00:55:00,125,Bill Paid,Barista A
2024-05-27 00:56:00,140,Bill Paid,Barista B
2024-05-27 00:56:00,147,Snack Served,Barista D
2024-05-27 00:57:00,162,Order Taken,Barista F
2024-05-27 00:57:00,205,Seated,Barista C
2024-05-27 00:57:00,150,Seated,Barista B
2024-05-27 00:58:00,129,Seated,Barista A
2024-05-27 00:58:00,147,Bill Delivered,Barista D
2024-05-27 00:59:00,150,Order Taken,Barista B
2024-05-27 00:59:00,147,Bill Paid,Barista D
2024-05-27 01:00:00,134,Drink Prepared,Barista E
2024-05-27 01:01:00,205,Order Taken,Barista C
2024-05-27 01:01:00,129,Order Taken,Barista A
2024-05-27 01:02:00,162,Drink Prepared,Barista F
2024-05-27 01:02:00,151,Seated,Barista D
2024-05-27 01:02:00,134,Drink Served,Barista E
2024-05-27 01:04:00,150,Drink Prepared,Barista B
2024-05-27 01:04:00,205,Drink Prepared,Barista C
2024-05-27 01:04:00,162,Drink Served,Barista F
2024-05-27 01:05:00,151,Order Taken,Barista D
2024-05-27 01:06:00,150,Drink Served,Barista B
2024-05-27 01:06:00,205,Drink Served,Barista C
2024-05-27 01:07:00,129,Drink Prepared,Barista A
2024-05-27 01:07:00,134,Snack Prepared,Barista E
2024-05-27 01:08:00,134,Snack Served,Barista E
2024-05-27 01:09:00,162,Snack Prepared,Barista F
2024-05-27 01:09:00,129,Drink Served,Barista A
2024-05-27 01:09:00,134,Bill Delivered,Barista E
2024-05-27 01:10:00,151,Drink Prepared,Barista D
2024-05-27 01:10:00,150,Snack Prepared,Barista B
2024-05-27 01:10:00,205,Snack Prepared,Barista C
2024-05-27 01:10:00,134,Bill Paid,Barista E
2024-05-27 01:11:00,150,Snack Served,Barista B
2024-05-27 01:11:00,205,Snack Served,Barista C
2024-05-27 01:12:00,162,Snack Served,Barista F
2024-05-27 01:12:00,151,Drink Served,Barista D
2024-05-27 01:12:00,150,Bill Delivered,Barista B
2024-05-27 01:12:00,205,Bill Delivered,Barista C
2024-05-27 01:13:00,129,Snack Prepared,Barista A
2024-05-27 01:13:00,136,Seated,Barista E
2024-05-27 01:13:00,162,Bill Delivered,Barista F
2024-05-27 01:14:00,150,Bill Paid,Barista B
2024-05-27 01:14:00,205,Bill Paid,Barista C
2024-05-27 01:14:00,129,Snack Served,Barista A
2024-05-27 01:15:00,129,Bill Delivered,Barista A
2024-05-27 01:15:00,206,Seated,Barista C
2024-05-27 01:16:00,151,Snack Prepared,Barista D
2024-05-27 01:16:00,162,Bill Paid,Barista F
2024-05-27 01:16:00,153,Seated,Barista B
2024-05-27 01:16:00,129,Bill Paid,Barista A
2024-05-27 01:17:00,136,Order Taken,Barista E
2024-05-27 01:17:00,151,Snack Served,Barista D
2024-05-27 01:17:00,171,Seated,Barista F
2024-05-27 01:17:00,132,Seated,Barista A
2024-05-27 01:18:00,151,Bill Delivered,Barista D
2024-05-27 01:19:00,206,Order Taken,Barista C
2024-05-27 01:19:00,153,Order Taken,Barista B
2024-05-27 01:20:00,171,Order Taken,Barista F
2024-05-27 01:20:00,132,Order Taken,Barista A
2024-05-27 01:20:00,151,Bill Paid,Barista D
2024-05-27 01:22:00,156,Seated,Barista D
2024-05-27 01:23:00,206,Drink Prepared,Barista C
2024-05-27 01:23:00,132,Drink Prepared,Barista A
2024-05-27 01:24:00,136,Drink Prepared,Barista E
2024-05-27 01:24:00,206,Drink Served,Barista C
2024-05-27 01:25:00,153,Drink Prepared,Barista B
2024-05-27 01:25:00,132,Drink Served,Barista A
2024-05-27 01:26:00,171,Drink Prepared,Barista F
2024-05-27 01:26:00,156,Order Taken,Barista D
2024-05-27 01:26:00,136,Drink Served,Barista E
2024-05-27 01:26:00,206,Snack Prepared,Barista C
2024-05-27 01:26:00,153,Drink Served,Barista B
2024-05-27 01:28:00,132,Snack Prepared,Barista A
2024-05-27 01:29:00,171,Drink Served,Barista F
2024-05-27 01:29:00,136,Snack Prepared,Barista E
2024-05-27 01:29:00,206,Snack Served,Barista C
2024-05-27 01:29:00,132,Snack Served,Barista A
2024-05-27 01:30:00,153,Snack Prepared,Barista B
2024-05-27 01:31:00,156,Drink Prepared,Barista D
2024-05-27 01:31:00,171,Snack Prepared,Barista F
2024-05-27 01:31:00,206,Bill Delivered,Barista C
2024-05-27 01:31:00,132,Bill Delivered,Barista A
2024-05-27 01:31:00,153,Snack Served,Barista B
2024-05-27 01:32:00,136,Snack Served,Barista E
2024-05-27 01:32:00,156,Drink Served,Barista D
2024-05-27 01:32:00,171,Snack Served,Barista F
2024-05-27 01:32:00,153,Bill Delivered,Barista B
2024-05-27 01:33:00,132,Bill Paid,Barista A
2024-05-27 01:33:00,136,Bill Delivered,Barista E
2024-05-27 01:34:00,206,Bill Paid,Barista C
2024-05-27 01:34:00,171,Bill Delivered,Barista F
2024-05-27 01:34:00,153,Bill Paid,Barista B
2024-05-27 01:35:00,156,Snack Prepared,Barista D
2024-05-27 01:35:00,171,Bill Paid,Barista F
2024-05-27 01:36:00,136,Bill Paid,Barista E
2024-05-27 01:36:00,145,Seated,Barista A
2024-05-27 01:36:00,219,Seated,Barista C
2024-05-27 01:36:00,172,Seated,Barista B
2024-05-27 01:37:00,156,Snack Served,Barista D
2024-05-27 01:38:00,173,Seated,Barista F
2024-05-27 01:38:00,156,Bill Delivered,Barista D
2024-05-27 01:39:00,145,Order Taken,Barista A
2024-05-27 01:39:00,172,Order Taken,Barista B
2024-05-27 01:39:00,137,Seated,Barista E
2024-05-27 01:41:00,219,Order Taken,Barista C
2024-05-27 01:41:00,156,Bill Paid,Barista D
2024-05-27 01:42:00,173,Order Taken,Barista F
2024-05-27 01:42:00,137,Order Taken,Barista E
2024-05-27 01:42:00,157,Seated,Barista D
2024-05-27 01:43:00,145,Drink Prepared,Barista A
2024-05-27 01:45:00,145,Drink Served,Barista A
2024-05-27 01:46:00,172,Drink Prepared,Barista B
2024-05-27 01:46:00,173,Drink Prepared,Barista F
2024-05-27 01:47:00,157,Order Taken,Barista D
2024-05-27 01:47:00,172,Drink Served,Barista B
2024-05-27 01:48:00,219,Drink Prepared,Barista C
2024-05-27 01:48:00,137,Drink Prepared,Barista E
2024-05-27 01:48:00,145,Snack Prepared,Barista A
2024-05-27 01:49:00,173,Drink Served,Barista F
2024-05-27 01:49:00,172,Snack Prepared,Barista B
2024-05-27 01:50:00,157,Drink Prepared,Barista D
2024-05-27 01:50:00,137,Drink Served,Barista E
2024-05-27 01:50:00,172,Snack Served,Barista B
2024-05-27 01:51:00,219,Drink Served,Barista C
2024-05-27 01:51:00,145,Snack Served,Barista A
2024-05-27 01:51:00,173,Snack Prepared,Barista F
2024-05-27 01:52:00,172,Bill Delivered,Barista B
2024-05-27 01:52:00,173,Snack Served,Barista F
2024-05-27 01:53:00,157,Drink Served,Barista D
2024-05-27 01:53:00,219,Snack Prepared,Barista C
2024-05-27 01:53:00,145,Bill Delivered,Barista A
2024-05-27 01:54:00,173,Bill Delivered,Barista F
2024-05-27 01:54:00,219,Snack Served,Barista C
2024-05-27 01:55:00,137,Snack Prepared,Barista E
2024-05-27 01:55:00,172,Bill Paid,Barista B
2024-05-27 01:55:00,219,Bill Delivered,Barista C
2024-05-27 01:56:00,145,Bill Paid,Barista A
2024-05-27 01:56:00,173,Bill Paid,Barista F
2024-05-27 01:56:00,137,Snack Served,Barista E
2024-05-27 01:57:00,157,Snack Prepared,Barista D
2024-05-27 01:57:00,178,Seated,Barista B
2024-05-27 01:57:00,137,Bill Delivered,Barista E
2024-05-27 01:58:00,219,Bill Paid,Barista C
2024-05-27 01:58:00,157,Snack Served,Barista D
2024-05-27 01:58:00,137,Bill Paid,Barista E
2024-05-27 01:59:00,149,Seated,Barista A
2024-05-27 01:59:00,175,Seated,Barista F
2024-05-27 01:59:00,178,Order Taken,Barista B
2024-05-27 01:59:00,157,Bill Delivered,Barista D
2024-05-27 02:00:00,221,Seated,Barista C
2024-05-27 02:01:00,138,Seated,Barista E
2024-05-27 02:02:00,149,Order Taken,Barista A
2024-05-27 02:02:00,157,Bill Paid,Barista D
2024-05-27 02:03:00,175,Order Taken,Barista F
2024-05-27 02:03:00,163,Seated,Barista D
2024-05-27 02:04:00,178,Drink Prepared,Barista B
2024-05-27 02:05:00,221,Order Taken,Barista C
2024-05-27 02:05:00,138,Order Taken,Barista E
2024-05-27 02:05:00,163,Order Taken,Barista D
2024-05-27 02:06:00,149,Drink Prepared,Barista A
2024-05-27 02:07:00,178,Drink Served,Barista B
2024-05-27 02:08:00,149,Drink Served,Barista A
2024-05-27 02:09:00,175,Drink Prepared,Barista F
2024-05-27 02:10:00,221,Drink Prepared,Barista C
2024-05-27 02:11:00,178,Snack Prepared,Barista B
2024-05-27 02:11:00,149,Snack Prepared,Barista A
2024-05-27 02:12:00,138,Drink Prepared,Barista E
2024-05-27 02:12:00,163,Drink Prepared,Barista D
2024-05-27 02:12:00,175,Drink Served,Barista F
2024-05-27 02:13:00,221,Drink Served,Barista C
2024-05-27 02:13:00,178,Snack Served,Barista B
2024-05-27 02:14:00,149,Snack Served,Barista A
2024-05-27 02:14:00,163,Drink Served,Barista D
2024-05-27 02:15:00,138,Drink Served,Barista E
2024-05-27 02:15:00,221,Snack Prepared,Barista C
2024-05-27 02:15:00,178,Bill Delivered,Barista B
2024-05-27 02:15:00,149,Bill Delivered,Barista A
2024-05-27 02:16:00,175,Snack Prepared,Barista F
2024-05-27 02:17:00,178,Bill Paid,Barista B
2024-05-27 02:17:00,149,Bill Paid,Barista A
2024-05-27 02:18:00,221,Snack Served,Barista C
2024-05-27 02:18:00,187,Seated,Barista B
2024-05-27 02:19:00,163,Snack Prepared,Barista D
2024-05-27 02:19:00,175,Snack Served,Barista F
2024-05-27 02:19:00,152,Seated,Barista A
2024-05-27 02:19:00,221,Bill Delivered,Barista C
2024-05-27 02:20:00,138,Snack Prepared,Barista E
2024-05-27 02:20:00,187,Order Taken,Barista B
2024-05-27 02:20:00,163,Snack Served,Barista D
2024-05-27 02:21:00,175,Bill Delivered,Barista F
2024-05-27 02:21:00,152,Order Taken,Barista A
2024-05-27 02:22:00,221,Bill Paid,Barista C
2024-05-27 02:22:00,163,Bill Delivered,Barista D
2024-05-27 02:23:00,138,Snack Served,Barista E
2024-05-27 02:23:00,187,Drink Prepared,Barista B
2024-05-27 02:24:00,175,Bill Paid,Barista F
2024-05-27 02:24:00,163,Bill Paid,Barista D
2024-05-27 02:24:00,138,Bill Delivered,Barista E
2024-05-27 02:25:00,223,Seated,Barista C
2024-05-27 02:25:00,187,Drink Served,Barista B
2024-05-27 02:25:00,138,Bill Paid,Barista E
2024-05-27 02:25:00,167,Seated,Barista D
2024-05-27 02:26:00,185,Seated,Barista F
2024-05-27 02:28:00,152,Drink Prepared,Barista A
2024-05-27 02:28:00,167,Order Taken,Barista D
2024-05-27 02:28:00,144,Seated,Barista E
2024-05-27 02:28:00,185,Order Taken,Barista F
2024-05-27 02:30:00,223,Order Taken,Barista C
2024-05-27 02:30:00,187,Snack Prepared,Barista B
2024-05-27 02:30:00,152,Drink Served,Barista A
2024-05-27 02:31:00,167,Drink Prepared,Barista D
2024-05-27 02:31:00,144,Order Taken,Barista E
2024-05-27 02:31:00,187,Snack Served,Barista B
2024-05-27 02:32:00,167,Drink Served,Barista D
2024-05-27 02:33:00,152,Snack Prepared,Barista A
2024-05-27 02:33:00,187,Bill Delivered,Barista B
2024-05-27 02:34:00,185,Drink Prepared,Barista F
2024-05-27 02:35:00,144,Drink Prepared,Barista E
2024-05-27 02:35:00,152,Snack Served,Barista A
2024-05-27 02:35:00,187,Bill Paid,Barista B
2024-05-27 02:36:00,167,Snack Prepared,Barista D
2024-05-27 02:36:00,152,Bill Delivered,Barista A
2024-05-27 02:37:00,223,Drink Prepared,Barista C
2024-05-27 02:37:00,185,Drink Served,Barista F
2024-05-27 02:37:00,144,Drink Served,Barista E
2024-05-27 02:38:00,195,Seated,Barista B
2024-05-27 02:38:00,167,Snack Served,Barista D
2024-05-27 02:39:00,152,Bill Paid,Barista A
2024-05-27 02:39:00,223,Drink Served,Barista C
2024-05-27 02:39:00,167,Bill Delivered,Barista D
2024-05-27 02:40:00,144,Snack Prepared,Barista E
2024-05-27 02:41:00,195,Order Taken,Barista B
2024-05-27 02:41:00,167,Bill Paid,Barista D
2024-05-27 02:41:00,154,Seated,Barista A
2024-05-27 02:42:00,185,Snack Prepared,Barista F
2024-05-27 02:43:00,223,Snack Prepared,Barista C
2024-05-27 02:43:00,144,Snack Served,Barista E
2024-05-27 02:43:00,177,Seated,Barista D
2024-05-27 02:43:00,185,Snack Served,Barista F
2024-05-27 02:45:00,154,Order Taken,Barista A
2024-05-27 02:45:00,144,Bill Delivered,Barista E
2024-05-27 02:45:00,185,Bill Delivered,Barista F
2024-05-27 02:46:00,223,Snack Served,Barista C
2024-05-27 02:46:00,177,Order Taken,Barista D
2024-05-27 02:46:00,185,Bill Paid,Barista F
2024-05-27 02:47:00,223,Bill Delivered,Barista C
2024-05-27 02:48:00,195,Drink Prepared,Barista B
2024-05-27 02:48:00,144,Bill Paid,Barista E
2024-05-27 02:49:00,186,Seated,Barista F
2024-05-27 02:49:00,146,Seated,Barista E
2024-05-27 02:50:00,154,Drink Prepared,Barista A
2024-05-27 02:50:00,223,Bill Paid,Barista C
2024-05-27 02:51:00,195,Drink Served,Barista B
2024-05-27 02:51:00,186,Order Taken,Barista F
2024-05-27 02:51:00,225,Seated,Barista C
2024-05-27 02:53:00,177,Drink Prepared,Barista D
2024-05-27 02:53:00,154,Drink Served,Barista A
2024-05-27 02:53:00,195,Snack Prepared,Barista B
2024-05-27 02:54:00,146,Order Taken,Barista E
2024-05-27 02:54:00,177,Drink Served,Barista D
2024-05-27 02:54:00,195,Snack Served,Barista B
2024-05-27 02:55:00,186,Drink Prepared,Barista F
2024-05-27 02:55:00,225,Order Taken,Barista C
2024-05-27 02:55:00,154,Snack Prepared,Barista A
2024-05-27 02:55:00,195,Bill Delivered,Barista B
2024-05-27 02:56:00,186,Drink Served,Barista F
2024-05-27 02:56:00,154,Snack Served,Barista A
2024-05-27 02:56:00,195,Bill Paid,Barista B
2024-05-27 02:57:00,198,Seated,Barista B
2024-05-27 02:58:00,154,Bill Delivered,Barista A
2024-05-27 02:59:00,146,Drink Prepared,Barista E
2024-05-27 02:59:00,177,Snack Prepared,Barista D
2024-05-27 02:59:00,225,Drink Prepared,Barista C
2024-05-27 03:00:00,186,Snack Prepared,Barista F
2024-05-27 03:00:00,177,Snack Served,Barista D
2024-05-27 03:00:00,225,Drink Served,Barista C
2024-05-27 03:01:00,154,Bill Paid,Barista A
2024-05-27 03:01:00,146,Drink Served,Barista E
2024-05-27 03:01:00,177,Bill Delivered,Barista D
2024-05-27 03:02:00,198,Order Taken,Barista B
2024-05-27 03:02:00,177,Bill Paid,Barista D
2024-05-27 03:03:00,186,Snack Served,Barista F
2024-05-27 03:03:00,158,Seated,Barista A
2024-05-27 03:04:00,146,Snack Prepared,Barista E
2024-05-27 03:04:00,188,Seated,Barista D
2024-05-27 03:04:00,186,Bill Delivered,Barista F
2024-05-27 03:05:00,225,Snack Prepared,Barista C
2024-05-27 03:05:00,158,Order Taken,Barista A
2024-05-27 03:06:00,198,Drink Prepared,Barista B
2024-05-27 03:06:00,146,Snack Served,Barista E
2024-05-27 03:06:00,188,Order Taken,Barista D
2024-05-27 03:07:00,186,Bill Paid,Barista F
2024-05-27 03:08:00,225,Snack Served,Barista C
2024-05-27 03:08:00,146,Bill Delivered,Barista E
2024-05-27 03:09:00,198,Drink Served,Barista B
2024-05-27 03:09:00,191,Seated,Barista F
2024-05-27 03:09:00,225,Bill Delivered,Barista C
2024-05-27 03:09:00,146,Bill Paid,Barista E
2024-05-27 03:10:00,158,Drink Prepared,Barista A
2024-05-27 03:10:00,188,Drink Prepared,Barista D
2024-05-27 03:11:00,164,Seated,Barista E
2024-05-27 03:11:00,158,Drink Served,Barista A
2024-05-27 03:12:00,225,Bill Paid,Barista C
2024-05-27 03:12:00,188,Drink Served,Barista D
2024-05-27 03:13:00,198,Snack Prepared,Barista B
2024-05-27 03:13:00,226,Seated,Barista C
2024-05-27 03:14:00,191,Order Taken,Barista F
2024-05-27 03:14:00,188,Snack Prepared,Barista D
2024-05-27 03:14:00,198,Snack Served,Barista B
2024-05-27 03:15:00,164,Order Taken,Barista E
2024-05-27 03:15:00,158,Snack Prepared,Barista A
2024-05-27 03:15:00,226,Order Taken,Barista C
2024-05-27 03:15:00,188,Snack Served,Barista D
2024-05-27 03:15:00,198,Bill Delivered,Barista B
2024-05-27 03:16:00,188,Bill Delivered,Barista D
2024-05-27 03:16:00,198,Bill Paid,Barista B
2024-05-27 03:17:00,158,Snack Served,Barista A
2024-05-27 03:17:00,209,Seated,Barista B
2024-05-27 03:18:00,188,Bill Paid,Barista D
2024-05-27 03:19:00,158,Bill Delivered,Barista A
2024-05-27 03:19:00,209,Order Taken,Barista B
2024-05-27 03:19:00,189,Seated,Barista D
2024-05-27 03:20:00,191,Drink Prepared,Barista F
2024-05-27 03:21:00,226,Drink Prepared,Barista C
2024-05-27 03:21:00,189,Order Taken,Barista D
2024-05-27 03:21:00,191,Drink Served,Barista F
2024-05-27 03:22:00,164,Drink Prepared,Barista E
2024-05-27 03:22:00,158,Bill Paid,Barista A
2024-05-27 03:23:00,226,Drink Served,Barista C
2024-05-27 03:23:00,191,Snack Prepared,Barista F
2024-05-27 03:23:00,164,Drink Served,Barista E
2024-05-27 03:24:00,209,Drink Prepared,Barista B
2024-05-27 03:25:00,159,Seated,Barista A
2024-05-27 03:25:00,191,Snack Served,Barista F
2024-05-27 03:25:00,164,Snack Prepared,Barista E
2024-05-27 03:25:00,209,Drink Served,Barista B
2024-05-27 03:26:00,189,Drink Prepared,Barista D
2024-05-27 03:26:00,226,Snack Prepared,Barista C
2024-05-27 03:27:00,191,Bill Delivered,Barista F
2024-05-27 03:27:00,164,Snack Served,Barista E
2024-05-27 03:28:00,159,Order Taken,Barista A
2024-05-27 03:28:00,209,Snack Prepared,Barista B
2024-05-27 03:28:00,189,Drink Served,Barista D
2024-05-27 03:28:00,226,Snack Served,Barista C
2024-05-27 03:28:00,164,Bill Delivered,Barista E
2024-05-27 03:29:00,164,Bill Paid,Barista E
2024-05-27 03:30:00,191,Bill Paid,Barista F
2024-05-27 03:30:00,226,Bill Delivered,Barista C
2024-05-27 03:31:00,159,Drink Prepared,Barista A
2024-05-27 03:31:00,209,Snack Served,Barista B
2024-05-27 03:31:00,166,Seated,Barista E
2024-05-27 03:32:00,189,Snack Prepared,Barista D
2024-05-27 03:32:00,193,Seated,Barista F
2024-05-27 03:32:00,159,Drink Served,Barista A
2024-05-27 03:33:00,226,Bill Paid,Barista C
2024-05-27 03:33:00,209,Bill Delivered,Barista B
2024-05-27 03:33:00,189,Snack Served,Barista D
2024-05-27 03:34:00,189,Bill Delivered,Barista D
2024-05-27 03:35:00,209,Bill Paid,Barista B
2024-05-27 03:36:00,166,Order Taken,Barista E
2024-05-27 03:36:00,193,Order Taken,Barista F
2024-05-27 03:36:00,159,Snack Prepared,Barista A
2024-05-27 03:36:00,238,Seated,Barista C
2024-05-27 03:36:00,189,Bill Paid,Barista D
2024-05-27 03:36:00,231,Seated,Barista B
2024-05-27 03:38:00,202,Seated,Barista D
2024-05-27 03:39:00,159,Snack Served,Barista A
2024-05-27 03:40:00,166,Drink Prepared,Barista E
2024-05-27 03:40:00,238,Order Taken,Barista C
2024-05-27 03:41:00,193,Drink Prepared,Barista F
2024-05-27 03:41:00,231,Order Taken,Barista B
2024-05-27 03:41:00,159,Bill Delivered,Barista A
2024-05-27 03:42:00,202,Order Taken,Barista D
2024-05-27 03:42:00,159,Bill Paid,Barista A
2024-05-27 03:43:00,166,Drink Served,Barista E
2024-05-27 03:44:00,193,Drink Served,Barista F
2024-05-27 03:44:00,161,Seated,Barista A
2024-05-27 03:45:00,238,Drink Prepared,Barista C
2024-05-27 03:45:00,231,Drink Prepared,Barista B
2024-05-27 03:46:00,166,Snack Prepared,Barista E
2024-05-27 03:46:00,161,Order Taken,Barista A
2024-05-27 03:47:00,202,Drink Prepared,Barista D
2024-05-27 03:47:00,193,Snack Prepared,Barista F
2024-05-27 03:47:00,231,Drink Served,Barista B
2024-05-27 03:48:00,238,Drink Served,Barista C
2024-05-27 03:48:00,202,Drink Served,Barista D
2024-05-27 03:48:00,193,Snack Served,Barista F
2024-05-27 03:49:00,166,Snack Served,Barista E
2024-05-27 03:49:00,193,Bill Delivered,Barista F
2024-05-27 03:50:00,193,Bill Paid,Barista F
2024-05-27 03:51:00,231,Snack Prepared,Barista B
2024-05-27 03:51:00,238,Snack Prepared,Barista C
2024-05-27 03:51:00,202,Snack Prepared,Barista D
2024-05-27 03:51:00,166,Bill Delivered,Barista E
2024-05-27 03:52:00,161,Drink Prepared,Barista A
2024-05-27 03:52:00,201,Seated,Barista F
2024-05-27 03:52:00,166,Bill Paid,Barista E
2024-05-27 03:53:00,231,Snack Served,Barista B
2024-05-27 03:53:00,238,Snack Served,Barista C
2024-05-27 03:53:00,202,Snack Served,Barista D
2024-05-27 03:53:00,161,Drink Served,Barista A
2024-05-27 03:54:00,201,Order Taken,Barista F
2024-05-27 03:54:00,179,Seated,Barista E
2024-05-27 03:54:00,231,Bill Delivered,Barista B
2024-05-27 03:55:00,238,Bill Delivered,Barista C
2024-05-27 03:55:00,202,Bill Delivered,Barista D
2024-05-27 03:55:00,231,Bill Paid,Barista B
2024-05-27 03:56:00,179,Order Taken,Barista E
2024-05-27 03:56:00,234,Seated,Barista B
2024-05-27 03:57:00,238,Bill Paid,Barista C
2024-05-27 03:57:00,202,Bill Paid,Barista D
2024-05-27 03:58:00,161,Snack Prepared,Barista A
2024-05-27 03:58:00,201,Drink Prepared,Barista F
2024-05-27 03:58:00,204,Seated,Barista D
2024-05-27 04:00:00,240,Seated,Barista C
2024-05-27 04:00:00,161,Snack Served,Barista A
2024-05-27 04:00:00,204,Order Taken,Barista D
2024-05-27 04:01:00,179,Drink Prepared,Barista E
2024-05-27 04:01:00,234,Order Taken,Barista B
2024-05-27 04:01:00,201,Drink Served,Barista F
2024-05-27 04:01:00,161,Bill Delivered,Barista A
2024-05-27 04:02:00,240,Order Taken,Barista C
2024-05-27 04:02:00,179,Drink Served,Barista E
2024-05-27 04:03:00,201,Snack Prepared,Barista F
2024-05-27 04:04:00,161,Bill Paid,Barista A
2024-05-27 04:04:00,201,Snack Served,Barista F
2024-05-27 04:05:00,201,Bill Delivered,Barista F
2024-05-27 04:06:00,204,Drink Prepared,Barista D
2024-05-27 04:06:00,179,Snack Prepared,Barista E
2024-05-27 04:06:00,168,Seated,Barista A
2024-05-27 04:07:00,179,Snack Served,Barista E
2024-05-27 04:08:00,234,Drink Prepared,Barista B
2024-05-27 04:08:00,240,Drink Prepared,Barista C
2024-05-27 04:08:00,201,Bill Paid,Barista F
2024-05-27 04:09:00,204,Drink Served,Barista D
2024-05-27 04:09:00,179,Bill Delivered,Barista E
2024-05-27 04:09:00,240,Drink Served,Barista C
2024-05-27 04:11:00,168,Order Taken,Barista A
2024-05-27 04:11:00,234,Drink Served,Barista B
2024-05-27 04:11:00,216,Seated,Barista F
2024-05-27 04:12:00,179,Bill Paid,Barista E
2024-05-27 04:13:00,204,Snack Prepared,Barista D
2024-05-27 04:13:00,216,Order Taken,Barista F
2024-05-27 04:14:00,240,Snack Prepared,Barista C
2024-05-27 04:14:00,234,Snack Prepared,Barista B
2024-05-27 04:14:00,204,Snack Served,Barista D
2024-05-27 04:15:00,184,Seated,Barista E
2024-05-27 04:15:00,234,Snack Served,Barista B
2024-05-27 04:16:00,168,Drink Prepared,Barista A
2024-05-27 04:16:00,240,Snack Served,Barista C
2024-05-27 04:16:00,204,Bill Delivered,Barista D
2024-05-27 04:17:00,216,Drink Prepared,Barista F
2024-05-27 04:17:00,234,Bill Delivered,Barista B
2024-05-27 04:17:00,168,Drink Served,Barista A
2024-05-27 04:18:00,240,Bill Delivered,Barista C
2024-05-27 04:18:00,204,Bill Paid,Barista D
2024-05-27 04:19:00,216,Drink Served,Barista F
2024-05-27 04:19:00,234,Bill Paid,Barista B
2024-05-27 04:19:00,168,Snack Prepared,Barista A
2024-05-27 04:19:00,240,Bill Paid,Barista C
2024-05-27 04:20:00,184,Order Taken,Barista E
2024-05-27 04:21:00,208,Seated,Barista D
2024-05-27 04:21:00,216,Snack Prepared,Barista F
2024-05-27 04:21:00,237,Seated,Barista B
2024-05-27 04:22:00,168,Snack Served,Barista A
2024-05-27 04:22:00,242,Seated,Barista C
2024-05-27 04:24:00,216,Snack Served,Barista F
2024-05-27 04:24:00,237,Order Taken,Barista B
2024-05-27 04:24:00,168,Bill Delivered,Barista A
2024-05-27 04:25:00,216,Bill Delivered,Barista F
2024-05-27 04:26:00,184,Drink Prepared,Barista E
2024-05-27 04:26:00,208,Order Taken,Barista D
2024-05-27 04:26:00,216,Bill Paid,Barista F
2024-05-27 04:27:00,242,Order Taken,Barista C
2024-05-27 04:27:00,237,Drink Prepared,Barista B
2024-05-27 04:27:00,168,Bill Paid,Barista A
2024-05-27 04:27:00,184,Drink Served,Barista E
